,0
19557,Standards-Related Measures Extent Of Obligations
19558,"Establishment, Trade In Services And Electronic Commerce Authorisation To Provide Electronic Communication Services"
19559,General And Final Provisions Modalities For The Continuation Of Negotiations
19560,"Trade In Services Qualifications, Technical Standards, And Licensing"
19561,General Provisions And Concluding Requirements Accession To The Agreement
19562,General Provisions And Concluding Requirements Accession To The Agreement
19563,National Treatment And Market Access For Goods Country Of Origin Marking
19564,Institutional And Final Provisions Annexes And Protocols
19565,Other Trade Related Provisions Information Exchange
19566,General Provisions Annexes And Protocols
19567,General Provisions Contact Points And Exchange Of Information
19568,General Provisions Association With The Agreement
19569,"Standards, Technical Regulations And Conformity Assessment Procedures Agreements Or Arrangements"
19570,Rules Of Origin And Implementation Procedures Unit Of Qualification
19571,Administrative And Institutional Provisions Rules Of Procedure Of The Commission
19572,Institutional And Procedural Provisions Fulfilment Of Obligations And Consultations
19573,"Institutional, General And Final Provisions Protocols And Annexes"
19574,Elimination Of Customs Duties Customs Duties On Industrial Imports Originating In Chile
19575,Investment International Agreements
19576,Common Provisions Protocols And Annexes
19577,Investment International Agreements
19578,Commercial Presence Other Agreements
19579,Entry And Temporary Stay Of Nationals For Business Purposes Measures Pursuant To Immigration Laws And Regulations
19580,General Provisions And Concluding Requirements Accession To The Agreement
19581,Initial Provisions And General Definitions Non-Discrimination
19582,Trade In Services Incorporation Of Provisions From The Gats
19583,Entry And Temporary Stay Of Nationals For Business Purposes Provision Of Information And Facilitation Of Procedure
19584,Entry And Temporary Stay Of Nationals For Business Purposes Measures Pursuant To Immigration Laws And Regulations
19585,Movement Of Natural Persons General Principles For Grant Of Entry And Temporary Stay And Related Issues
19586,Nature And Scope Of This Agreement Scope
19587,General And Final Provisions Disclosure Of Information
19588,Common Provisions Notifications And Consultations Procedure For The Application Of Measures
19589,General And Final Provisions Disclosure Of Information
19590,Common Provisions Notifications And Consultations Procedure For The Application Of Measures
19591,Implementation And Operation Of The Agreement Administrative Proceedings
19592,Institutional Arrangements And Dispute Settlement Procedures Referrals Of Matters From Judicial Or Administrative Proceedings
19593,Administrative And Institutional Provisions Decision-Making
19594,Administration Of The Agreement Contact Points
19595,General Provisions Contact Points And Exchange Of Information
19596,General Provisions Cooperation On Increased Transparency
19597,General Provisions Notification
19598,General Provisions Contact Points And Exchange Of Information
19599,"Transparency, Institutional Provisions, Exceptions And Final Provisions General Exceptions"
19600,Dispute Settlement Objective And Scope
19601,Nature And Scope Of This Agreement Principles
19602,Consultations And Dispute Settlement Objectives
19603,"Dispute Avoidance, Settlement, Institutional, General And Final Provisions Annexes"
19604,"Dispute Avoidance, Settlement, Institutional, General And Final Provisions Annexes"
19605,Institutional Arrangements And Dispute Settlement Procedures Free Trade Commission
19606,Institutional Provisions And Dispute Settlement Choice Of Forum
19607,Institutional Arrangements And Dispute Settlement Procedures Wto Dispute Settlement
19608,Horizontal Provisions Settlement Of Disputes Between The Parties To This Chapter
19609,Consultations And Dispute Settlement General Provisions
19610,Consultations And Dispute Settlement General Provisions
19611,Consultations And Dispute Settlement Consultations
19612,Consultations And Dispute Settlement Third Parties
19613,Institutional Provisions And Dispute Settlement Procedures Dispute Settlement Under The Wto
19614,Consultations And Dispute Settlement General Provisions
19615,Procedures For And Settlement Of Disputes Mutually Satisfactory Solution
19616,Regulatory Framework Exchange Of Information And Consultation
19617,Settlement Of Disputes Amicable Resolution
19618,"Settlement Of Disputes Good Offices, Conciliation And Mediation"
19619,Consultations And Dispute Settlement Establishment And Re-Convening Of Arbitral Tribunals
19620,"Dispute Settlement Mechanism Good Offices, Conciliation Or Mediation"
19621,Consultations And Dispute Settlement Arbitral Tribunal Procedures
19622,General Provisions Notification
19623,Dispute Settlement Request For The Establishment Of An Arbitral Tribunal
19624,Dispute Settlement Establishment And Composition Of An Arbitral Tribunal
19625,Investment Constitution Of A Tribunal When A Party Fails To Appoint An Arbitrator Or The Disputing Parties Are Unable To Agree On A Presiding Arbitrator
19626,Settlement Of Disputes Composition Of Arbitral Tribunals
19627,Consultations And Dispute Settlement Establishment And Re-Convening Of Arbitral Tribunals
19628,Arbitration Procedure Appointment Of Arbitrators
19629,Dispute Settlement Procedure Appointment Of Arbitrators
19630,Institutional Arrangements And Dispute Settlement Procedures Wto Dispute Settlement
19631,Dispute Settlement Appointment Of Arbitral Tribunals
19632,Dispute Settlement Qualifications Of The Arbitrators
19633,Dispute Settlement Appointment Of Arbitrators
19634,Arbitration Procedure Appointment Of Arbitrators
19635,Dispute Settlement Establishment And Composition Of An Arbitral Tribunal
19636,Dispute Settlement Functions Of An Arbitral Tribunal
19637,Dispute Settlement Terms Of Reference Of Arbitral Tribunals
19638,Consultations And Dispute Settlement Proceedings Of Arbitral Tribunals
19639,Consultations And Dispute Settlement Request For Establishment Of Arbitral Tribunals
19640,Dispute Settlement Rules Of Procedure For Arbitral Tribunals
19641,Dispute Settlement Terms Of Reference Of Arbitral Tribunals
19642,Dispute Settlement Terms Of Reference
19643,Consultations And Dispute Settlement Proceedings Of Arbitral Tribunals
19644,Dispute Settlement Rules Of Procedure For Arbitral Tribunals
19645,Dispute Settlement Suspension Or Termination Of Proceedings Of Arbitral Tribunals
19646,Dispute Settlement Termination Of Proceedings Of The Arbitral Tribunal
19647,Dispute Settlement Implementation Of An Arbitral Report
19648,Dispute Settlement Appointment Of Arbitral Tribunals
19649,Procedures For And Settlement Of Disputes Interim Report By The Arbitration Panel
19650,Dispute Settlement Time Frames
19651,Dispute Settlement Composition Of Arbitral Panels
19652,Dispute Settlement Report Of Arbitral Tribunal
19653,Dispute Settlement Request For Clarification Of The Final Report
19654,Dispute Settlement Reports Of The Arbitral Tribunal
19655,"Dispute Avoidance, Settlement, Institutional, General And Final Provisions Annexes"
19656,Dispute Settlement Reports Of Arbitral Panel
19657,Dispute Settlement Termination Of Proceedings Of The Arbitral Tribunal
19658,Procedures For The Settlement Of Disputes Reasonable Period Of Time For Compliance
19659,Procedures For The Settlement Of Disputes Review Of Measures Taken To Comply With The Arbitration Panel Ruling
19660,Dispute Settlement Reasonable Period Of Time
19661,Dispute Settlement Rules Of Procedure Of An Arbitral Tribunal
19662,Dispute Settlement Reports Of The Arbitral Tribunal
19663,Dispute Settlement Procedures Review Of Any Measure Adopted To Comply With The Arbitration Ruling
19664,"Dispute Avoidance, Settlement, Institutional, General And Final Provisions Annexes"
19665,Dispute Settlement Examination Of The Level Of Suspension Of Benefits
19666,Dispute Settlement Mechanism Compensation And Suspension Of Benefits
19667,Dispute Settlement Mechanism Compensation And Suspension Of Benefits
19668,Institutional Provisions And Dispute Settlement Procedures Non-Implementation - Suspension Of Benefits
19669,Dispute Settlement Proceedings Of The Arbitral Tribunal
19670,Consultations And Dispute Settlement Establishment And Re-Convening Of Arbitral Tribunals
19671,Procedures For And Settlement Of Disputes Re-Examination Of The Measures Taken To Achieve Compliance With The Arbitration Panel Ruling
19672,Consultations And Dispute Settlement Compensation And Suspension Of Concessions Or Other Obligations
19673,Dispute Settlement Terms Of Reference Of Arbitral Tribunals
19674,Procedures For And Settlement Of Disputes Language Of Submissions
19675,Procedures For And Settlement Of Disputes Language Of Submissions
19676,Dispute Settlement Notification Of The Ruling Of The Arbitration Panel
19677,Dispute Settlement Report Of The Arbitral Tribunal
19678,Dispute Settlement Time-Limits
19679,Dispute Settlement Establishment And Composition Of An Arbitral Tribunal
19680,Dispute Settlement Terms Of Reference Of Arbitral Tribunals
19681,Consultations And Dispute Settlement Request To Establish An Arbitral Tribunal
19682,Procedures For And Settlement Of Disputes Reasonable Time-Limit For Compliance
19683,Consultations And Dispute Settlement Establishment Of An Arbitral Tribunal
19684,Dispute Settlement Rules Of Procedure For Arbitral Tribunals
19685,Consultations And Dispute Settlement Establishment And Re-Convening Of Arbitral Tribunals
19686,Dispute Settlement Rules Of Procedure Of An Arbitral Tribunal
19687,Dispute Settlement Rules Of Procedure Of An Arbitral Tribunal
19688,"Dispute Settlement Modifications Of Time Periods, Rules And Procedures"
19689,Consultations And Dispute Settlement Establishment And Re-Convening Of Arbitral Tribunals
19690,Dispute Settlement Rules Of Procedure For Arbitral Tribunals
19691,Consultations And Dispute Settlement Establishment And Re-Convening Of Arbitral Tribunals
19692,Arbitration Procedure Appointment Of Arbitrators
19693,Dispute Settlement List Of Panelists
19694,Consultations And Dispute Settlement Establishment And Re-Convening Of Arbitral Tribunals
19695,Dispute Settlement Rules Of Procedure For Arbitral Tribunals
19696,Consultations And Dispute Settlement Proceedings Of Arbitral Tribunals
19697,Procedures For And Settlement Of Disputes Language Of Submissions
19698,Dispute Settlement Proceedings Of Arbitral Tribunal
19699,Dispute Settlement Reports Of The Arbitral Tribunal
19700,Dispute Settlement Terms Of Reference Of Arbitral Tribunals
19701,Dispute Settlement Rules Of Procedure Of An Arbitral Tribunal
19702,Institutional Provisions And Dispute Settlement Procedures Role Of Experts
19703,Consultations And Dispute Settlement Proceedings Of Arbitral Tribunals
19704,Dispute Settlement Report Of The Arbitral Tribunal
19705,Consultations And Dispute Settlement Request For Establishment Of Arbitral Tribunals
19706,Consultations And Dispute Settlement Request To Establish An Arbitral Tribunal
19707,Investment Submission Of A Claim To Arbitration9
19708,Dispute Settlement Proceedings Of The Arbitral Tribunal
19709,Consultations And Dispute Settlement Establishment And Re-Convening Of Arbitral Tribunals
19710,Dispute Settlement Official Language
19711,Dispute Settlement Procedures Languages Of The Submissions
19712,Dispute Settlement Rules Of Procedure For Arbitral Tribunals
19713,Procedures For And Settlement Of Disputes Language Of Submissions
19714,"Dispute Settlement Modifications Of Time Periods, Rules And Procedures"
19715,Institutional Arrangements And Dispute Settlement Procedures Modification Of Time Periods
19716,Partnership For Development Development Cooperation In The Framework Of This Agreement
19717,"Cooperation, Promotion And Enhancement Of Trade Relations Other Cooperation Areas"
19718,Cooperation Objectives And Scope
19719,Cooperation Areas And Forms
19720,"Cooperation, Promotion And Enhancement Of Trade Relations Other Cooperation Areas"
19721,Cooperation General Provisions
19722,Economic Cooperation Objectives
19723,"Cooperation, Promotion And Enhancement Of Trade Relations Specific Objectives"
19724,"Cooperation Research, Science And Technology Cooperation"
19725,Science And Technology Areas And Forms Of Co-Operative Activities Under Chapter 15
19726,Education Cooperation Scope And Purpose
19727,Education Cooperation Scope And Purpose
19728,Education Co-Operation
19729,Economic And Technical Cooperation Objectives
19730,Common Policies Industrial Development Policy
19731,"Cooperation, Promotion And Enhancement Of Trade Relations Other Areas"
19732,Cooperation Committee On Cooperation And Contact Points
19733,Co-Operation Mechanisms For Co-Operation
19734,Mediation Mechanism Implementation Of A Mutually Agreed Solution
19735,Administration And Final Provisions Review On The Implementation Of The Agreement
19736,Administrative And Institutional Provisions Joint Trade And Economic Commission And Joint Ministerial Commission
19737,Administrative And Institutional Provisions Rules Of Procedure Of The Commission
19738,Administrative And Institutional Provisions Rules Of Procedure Of The Commission
19739,Initial Provisions Application Of This Agreement
19740,Intellectual Property Recognition Of Geographical Indications For Agricultural Products And Foodstuffs And Wines
19741,Exceptions And General Provisions General Exceptions
19742,General Provisions Relation To The Wto Agreement
19743,General Provisions And Definitions Relation To Environmental And Conservation Agreements
19744,Trade Remedies Article Xix Of The Gatt 1994 And The Safeguards Agreement
19745,Trade In Services Incorporation Of Provisions From The Gats
19746,Other Provisions Cultural Industries
19747,Nature And Scope Of This Agreement Principles
19748,Commission Rules And Procedures Of The Commission
19749,Trade In Goods Restrictions To Safeguard The Balance Of Payments
19750,Emergency Action Article Xix Of The Gatt 1994 And The Agreement On Safeguards Of The Wto
19751,National Treatment And Market Access For Goods Import And Export Restrictions
19752,General Provisions Notification
19753,Common Provisions Notifications And Consultations Procedure For The Application Of Measures
19754,Other Provisions Tax Convention
19755,Other Provisions Tax Convention
19756,General Provisions Relationship To Wto Obligations
19757,Final Provisions Relation Of This Treaty To Other International Agreements
19758,Exceptions And General Provisions Treaty Of Waitangi
19759,General Provisions And Exceptions Treaty Of Waitangi
19760,Administrative And Institutional Provisions Establishment Of The Trans-Pacific Strategic Economic Partnership Commission
19761,General Provisions Trade And Economic Relations Covered By This Agreement
19762,Trade Liberalisation Trade Relations With Third Parties
19763,"Objectives, Establishment Of A Free Trade Area And Definitions Extent Of Obligations"
19764,"Institutional, General And Final Provisions Continuation Of Negotiations And Implementation Of This Agreement"
19765,"Final Provisions Definitive Signature, Ratification, Acceptance Or Approval"
19766,General Provisions And Concluding Requirements Accession To The Agreement
19767,Final Provisions Entry Of The Treaty Into Force
19768,Final Provisions Validity
19769,Institutional And Final Provisions Provisional Application
19770,Government Procurement Exceptions To The Chapter
19771,Competition Non-Application Of Paragraph 2 Of Article 9
19772,Final Provisions Status Of Annexes
19773,General Provisions And Concluding Requirements Accession To The Agreement
19774,Final Provisions Relation To The Complementary Agreements
19775,Final Provisions Accession To This Agreement By Other Member Countries Of The Andean Community
19776,Final Provisions Accession
19777,Final Provisions Relation To Other Agreements
19778,Final Provisions Relation To The Complementary Agreements
19779,Final Provisions Amendment Of The Wto Agreement
19780,General And Final Provisions Depositary Of This Agreement
19781,General Provisions And Concluding Requirements Accession To The Agreement
19782,Final Provisions Registration Of The Treaty In The Secretariat Of The United Nations Organization
19783,General Provisions Relation To The Wto Agreement
19784,Elimination Of Customs Duties Customs Duties On Industrial Imports Originating In Theacommunity
19785,National Treatment And Market Access For Goods Sugar Compensation Mechanism
19786,Trade In Goods Customs Duties Elimination Schedule
19787,Customs Duties Modification Of Tariff Commitments
19788,Trade In Goods Customs Duties Elimination Schedule
19789,Trade In Goods Customs Duties Elimination Schedule
19790,Trade In Goods Rules Of Origin And Mutual Assistance In Customs Matters
19791,Trade In Goods Rules Of Origin And Mutual Assistance In Customs Matters
19792,National Treatment And Market Access For Goods Good Re-Entered After Repair Or Alteration
19793,National Treatment And Market Access For Goods Customs Duty-Free Entry Of Commercial Samples Of Negligible Value And Printed Advertising Materials
19794,Customs Procedures And Cooperation Temporary Admission Of Goods
19795,Customs Procedures And Trade Facilitation Temporary Admission Of Goods
19796,Common Provisions Customs Duty
19797,Customs Procedures And Cooperation Temporary Admission Of Goods
19798,Customs Procedures And Trade Facilitation Temporary Admission Of Goods
19799,Rules Of Origin And Origin Procedures Section A: Rules Of Origin Transit And Transshipment
19800,Trade In Goods Relation To Safeguard Measures Under The Wto Agreement
19801,Sanitary And Phytosanitary Measures Non-Application Of Chapter 9
19802,Technical Standards Affirmation Of Gatt Agreement
19803,Trade In Goods Consular Fees
19804,"Trade In Goods Fees, Charges And Formalities Connected With Importation And Exportation"
19805,Trade In Goods Elimination Of Agricultural Export Subsidies
19806,Trade In Goods Elimination Of Agricultural Export Subsidies
19807,Elimination Of Customs Duties Customs Duties On Industrial Imports Originating In Chile
19808,Trade Remedies Article Xix Of The Gatt 1994 And The Safeguards Agreement
19809,Elimination Of Customs Duties Customs Duties On Industrial Imports Originating In Chile
19810,Common Provisions Procedure For The Application Of Safeguard Measures
19811,Trade In Goods Sub-Committee On Trade In Goods
19812,Safeguards Standards For A Special Safeguard Measure
19813,Arrangements For Trade In Goods Committee Procedure
19814,Rules Of Origin Intermediate Materials Used In Production
19815,"Final Provisions Table Of Contents, Headings And Subheadings"
19816,Rules Of Origin And Implementation Procedures Regional Value Content
19817,Rules Of Origin And Origin Procedures Section A: Rules Of Origin Further Adjustments To The Value Of Materials
19818,Rules Of Origin And Origin Procedures Section A: Rules Of Origin Sets Of Goods
19819,Rules Of Origin Goods Produced Using Non-Originating Materials
19820,"Rules Of Origin And Implementation Procedures Accessories, Spare Parts And Tools"
19821,Rules Of Origin And Operational Procedures Regional Value Content
19822,Customs Procedures Verifications For Preferential Tariff Treatment
19823,Rules Of Origin Transitional Provisions For Goods In Transit And Storage
19824,Rules Of Origin And Operational Procedures Preferential Tariff Treatment
19825,Certificate Of Origin And Customs Procedures Obligations Regarding Importations
19826,Rules Of Origin Goods Produced Using Non-Originating Materials
19827,Rules Of Origin Calculation Of Costs Œ Allowable Expenditure On Materials
19828,Customs Procedures Related To The Origin Of Goods Origin Verification Procedures
19829,"General Provisions Annexes, Protocols And Amendments"
19830,Rules Of Origin And Implementation Procedures Origin Declaration By Approved Exporter
19831,Rules Of Origin And Implementation Procedures Origin Declaration By Approved Exporter
19832,Rules Of Origin Declaration Of Origin And Certificate Of Origin
19833,Rules Of Origin And Origin Procedures Obligations Relating To Exportations
19834,Rules Of Origin And Origin Procedures Section A: Rules Of Origin Obligations Relating To Exportations
19835,Rules Of Origin And Implementation Procedures Amendments To Certificates Or Declarations Of Origin
19836,Origin Procedures Validity Of Certificate Of Origin
19837,Rules Of Origin And Origin Procedures Section A: Rules Of Origin Sets Of Goods
19838,Rules Of Origin And Related Operational Procedures Exemption Of Obligation Of Submitting Certificate Of Origin
19839,Rules Of Origin And Origin Procedures Denial Of Preferential Tariff Treatment
19840,Rules Of Origin And Implementation Procedures Amendments To Certificates Or Declarations Of Origin
19841,Rules Of Origin And Origin Procedures Post-Importation Claims For Preferential Tariff Treatment
19842,Rules Of Origin And Origin Procedures Refunds And Claims For Preferential Tariff Treatment After Importation
19843,Customs Duties And Non-Tariff Measures Rules Of Origin
19844,Rules Of Origin Denial Of Preferential Tariff Treatment
19845,Rules Of Origin And Implementation Procedures Amendments To Certificates Or Declarations Of Origin
19846,Certificate Of Origin And Customs Procedures Obligations Regarding Exportations
19847,Rules Of Origin And Related Customs Procedures Penalties
19848,Customs Procedures Related To The Origin Of Goods Origin Verification Procedures
19849,Customs Procedures Related To The Origin Of Goods Origin Verification Procedures
19850,Customs Procedures Obligations Relating To Exportations
19851,Customs Administration And Trade Facilitation Execution Of Assistance Requests
19852,Origin Procedures And Trade Facilitation Advance Rulings
19853,Rules Of Origin And Implementation Procedures Denial Of Preferential Tariff Treatment
19854,Customs Procedures Denial Of Preferential Tariff Treatment
19855,Rules Of Origin And Origin Procedures Determinations On Claims For Preferential Tariff Treatment
19856,Customs Procedures Origin Verifications
19857,National Treatment And Market Access For Goods Remanufactured Goods
19858,Customs Procedures Co-Operation In Customs Matters
19859,Customs Procedures And Trade Facilitation General Principles
19860,Customs Procedures And Trade Facilitation Simplification Of Customs Procedures
19861,Customs And Trade Facilitation Mutual Administrative Assistance In Customs Matters
19862,General Provisions Confidentiality Of Information
19863,Customs Procedures Related To The Origin Of Goods Advance Rulings
19864,Customs Procedures And Trade Facilitation Advance Rulings
19865,Dispute Settlement Preliminary Ruling On Urgency
19866,Customs Procedures Related To The Origin Of Goods Advance Rulings
19867,Rules Of Origin Advance Rulings
19868,Final Provisions Disclosure Of Information
19869,Customs Procedures Related To The Origin Of Goods Advance Rulings
19870,Customs Procedures Related To The Origin Of Goods Review And Appeal
19871,Procedures For And Settlement Of Disputes Language Of Submissions
19872,Customs Administration Advance Rulings
19873,Customs Administration And Trade Facilitation Information Exchange
19874,Customs Procedures Paperless Trading
19875,Customs And Trade Facilitation Customs Procedures
19876,Customs Procedures Objectives
19877,Trade Remedies Article Xix Of The Gatt 1994 And The Safeguards Agreement
19878,Trade Remedies Article Xix Of The Gatt 1994 And The Safeguards Agreement
19879,Safeguard Measures Notification And Consultations
19880,General Provisions Relation To The Wto Agreement
19881,Trade Remedies Article Xix Of The Gatt 1994 And The Safeguards Agreement
19882,Sanitary And Phytosanitary Measures Sanitary And Phytosanitary Measures
19883,Sanitary And Phytosanitary Measures Incorporation Of The Sps Agreement
19884,"Institutional, General And Final Provisions Annexes"
19885,"Technical, Sanitary And Phytosanitary Regulations And Standards Definitions"
19886,Sanitary And Phytosanitary Measures General Provisions To Facilitate Trade
19887,Nature And Scope Of This Agreement Principles
19888,Sanitary And Phytosanitary Measures Standing Committee On Sanitary And Phytosanitary Matters
19889,Institutional And Procedural Provisions Procedures Of The Joint Committee
19890,Administration Of The Agreement Groups Of Experts
19891,Arrangements For Trade In Goods Committee Procedure
19892,Technical Regulations And Sanitary And Phytosanitary Measures Scope And Obligations
19893,Mechanisms For Implementation And Follow-Up Implementation Of The Agreement
19894,Commission Rules And Procedures Of The Commission
19895,Common Provisions Notifications And Consultations Procedure For The Application Of Measures
19896,Institutional And Final Provisions Notifications And Consultations Procedure
19897,Sanitary And Phytosanitary Measures Relation To Other Agreements
19898,General Provisions Procedure For The Application Of Trade Defense Measures
19899,Sanitary And Phytosanitary Measures Obligations Of The Parties
19900,Sanitary And Phytosanitary Measures Relation To Other Agreements
19901,Other Trade-Related Provisions Standardisation And Conformity Assessment
19902,"Standards, Technical Regulations And Conformity Assessment Procedures Reaffirmation Of Rights And Obligations"
19903,Sanitary And Phytosanitary Measures Import Procedures
19904,Trade In Goods Conditions And Limitations
19905,Other Trade Related Provisions Sub-Committee On Sanitary And Phytosanitary Matters
19906,Sanitary And Phytosanitary Measures Certification Procedure
19907,Rules Of Origin And Operational Procedures Verifications Process
19908,Sanitary And Phytosanitary Measures Import Checks
19909,Customs Procedures And Trade Facilitation Customs Audit
19910,Sanitary And Phytosanitary Measures Import Checks
19911,Rules Of Origin And Operational Procedures Obligations Regarding Importations
19912,Rules Of Origin And Operational Procedures Obligations Regarding Importations
19913,"Sanitary And Phytosanitary Measures Notification, Consultation And Facilitation Of Communication"
19914,Sanitary And Phytosanitary Measures Notification And Consultation
19915,Emergency Action And Trade Remedies Notification And Consultation
19916,Sanitary And Phytosanitary Measures Import Requirements
19917,General Provisions Contact Points And Exchange Of Information
19918,"Technical Regulations And Sanitary And Phytosanitary Measures Exchange Of Information, And Consultation"
19919,Sanitary And Phytosanitary Measures Information Exchange
19920,Consultations And Dispute Settlement Third Parties
19921,Consultation Consultation
19922,Institutional And Procedural Provisions Procedures Of The Joint Committee
19923,Consultations And Dispute Settlement General Provisions
19924,Cooperation Sanitary And Phytosanitary Matters
19925,General Provisions Implementing Agreement
19926,Mechanisms For Implementation And Follow-Up Implementation Of The Agreement
19927,Technical Barriers To Trade Objective And Scope
19928,"Technical Regulations, Standards And Conformity Assessment Procedures Affirmation Of Agreement On Technical Barriers To Trade"
19929,General And Final Provisions Status Of The Annex And Schedule
19930,"Trade In Goods Technical Regulations, Standards And Conformity Assessment Procedures"
19931,Government Procurement Exceptions To The Chapter
19932,Sanitary And Phytosanitary Measures Non-Application Of Chapter 9
19933,"Technical Regulations, Standards And Conformity Assessment Procedures Reaffirmation Of Tbt Agreement"
19934,Trade In Goods Rules Of Origin
19935,Trade-Related Provisions Technical Regulations
19936,"Standards, Technical Regulations And Conformity Assessment Procedures Cooperation"
19937,Standards-Related Measures Cooperation In Sector-Specific Initiatives
19938,"Technical Regulations, Standards And Conformity Assessment Procedures International Standards"
19939,Standards-Related Measures Affirmation Of The Wto Agreement On Technical Barriers To Trade And Other International Agreements
19940,"Trade In Goods Cooperation In The Field Of Technical Regulations, Standards And Conformity Assessment Procedures"
19941,"Technical Regulations, Standards And Conformity Assessment Procedures Reaffirmation Of Rights And Obligations"
19942,"Technical Regulations, Standards, And Conformity Assessment Procedures Reaffirmation Of Rights And Obligations"
19943,Mutual Recognition Registration Or Designation Of Conformity Assessment Bodies And Withdrawal Thereof
19944,Cooperation In Other Areas Information
19945,"Technical Regulations, Standards And Conformity Assessment Procedures Trade Facilitation"
19946,"Technical Regulations, Standards And Conformity Assessment Procedures Acceptance Of Results Of Conformity Assessment Procedures"
19947,Dispute Settlement Request For Clarification Of The Report
19948,"Standards, Technical Regulations And Conformity Assessment Procedures Reaffirmation Of Rights And Obligations"
19949,"Dispute Avoidance, Settlement, Institutional, General And Final Provisions Accession"
19950,General Provisions Relation To The Wto Agreement
19951,Implementation And Operation Of The Agreement Public Comment Procedures
19952,Implementation And Operation Of The Agreement Communications
19953,Arrangements For Trade In Goods Committee Procedure
19954,General Provisions Contact Points And Exchange Of Information
19955,"Other Trade Related Provisions Sub-Committee On Standards, Technical Regulations And Conformity Assessment"
19956,Other Trade Related Provisions Technical Cooperation
19957,Institutional Provisions Meetings Of The Joint Committee
19958,General Provisions Procedure For The Application Of Safeguard Measures
19959,Consultations And Dispute Settlement Third Parties
19960,Procedures For The Settlement Of Disputes Information And Technical Advice
19961,Institutional And Procedural Provisions Procedures Of The Joint Committee
19962,Consultations And Dispute Settlement General Provisions
19963,Final Provisions Annexes And Protocols
19964,Institutional And Final Provisions Protocols And Annexes
19965,Trade-Related Provisions Technical Regulations
19966,Competition Policy General
19967,Aims And Objectives Aims And Objectives Of The Common Market
19968,Other Trade And Trade-Related Provisions Competition And Other Economic Provisions
19969,Competition-Related Matters Competition Law And Anticompetitive Business Conduct
19970,Competition Policy Competition Law And Anticompetitive Activities
19971,Competition Anti-Competitive Practices
19972,Other Trade And Trade-Related Provisions Competition And Other Economic Provisions
19973,General Provisions Modification Of The Rules Of Procedure And Code Of Conduct
19974,Competition Policy Competition Law And Authorities And Anticompetitive Business Conduct1
19975,Competition-Related Matters Competition Law And Anticompetitive Business Conduct
19976,Competition Policy Co-Operation
19977,Competition Co-Operation
19978,Competition-Related Matters Competition Law And Anticompetitive Business Conduct
19979,Competition Policy Notifications
19980,Competition Consultations When The Important Interests Of One Party Are Adversely Affected In The Territory Of The Other Party
19981,General Provisions Disclosure Of Confidential Information
19982,General Provisions Public Monopolies
19983,Trade And Competition Public Enterprises And Enterprises Entrusted With Special Or Exclusive Rights Including Designated Monopolies
19984,Competition Non-Application Of Article 8 And Chapter 14
19985,"Trade-Related Provisions Rules Of Competition Concerning Undertakings, State Aid"
19986,Competition Antitrust And Mergers Legislation And Its Implementation
19987,Environment Relationship Between This Agreement And The Agreement On Environmental Cooperation
19988,Environment Relationship Between This Agreement And The Agreement On Environmental Cooperation
19989,Environment Relation To Multilateral Environmental Agreements
19990,Environment Agreement On Environment
19991,Environment Right To Regulate And Levels Of Protection
19992,Trade And Environment Multilateral Environmental Agreements And Environmental Principles
19993,Environment And Trade Non-Application Of Dispute Settlement
19994,Environment Public Awareness
19995,Co-Operation In Environment And Natural Resources Management Environmental Issues And Natural Resources
19996,Cooperation Cooperation With Non-Parties
19997,Cooperation Cooperation With Non-Parties
19998,Cooperation Cooperation Regarding Environment And Natural Resources
19999,Environment Agreement On Environmental Cooperation
20000,Environment National Contact Point
20001,Environment Agreement On Environmental Cooperation
20002,Nature And Scope Of This Agreement Objectives
20003,Cooperation Exchange Of Information
20004,Administrative And Institutional Provisions Establishment Of The Trans-Pacific Strategic Economic Partnership Commission
20005,Administration Of The Agreement Working Groups Of Experts
20006,"Transparency, Institutional Provisions, Exceptions And Final Provisions Contact Points And Exchange Of Information"
20007,Nature And Scope Of This Agreement Principles
20008,Settlement Of Disputes Scope Of Application
20009,Settlement Of Disputes Amicable Resolution
20010,General Provisions Contact Points And Exchange Of Information
20011,Dispute Settlement Reasonable Period Of Time
20012,Institutional Provisions Meetings Of The Closer Economic Partnership Joint Commission
20013,Administrative And Institutional Provisions Establishment Of The Trans-Pacific Strategic Economic Partnership Commission
20014,General Provisions Disclosure Of Information
20015,General Provisions Confidentiality
20016,Administrative And Institutional Provisions Establishment Of The Trans-Pacific Strategic Economic Partnership Commission
20017,"Institutional, General And Final Provisions Continuation Of Negotiations And Implementation Of This Agreement"
20018,Final Provisions Future Negotiations On Trade In Services And Investment
20019,Final Provisions Relation To The Bilateral Arrangements On Trade In Agricultural Products
20020,Administrative And Institutional Provisions Establishment Of The Trans-Pacific Strategic Economic Partnership Commission
20021,Administrative And Final Provisions Amendment Of The Wto Agreement
20022,Final Provisions Modifications To The Wto Agreement
20023,Technical Barriers To Trade Affirmation Of The Agreement On Technical Barriers To Trade
20024,Final Provisions Memorandum Of Understanding On Labour Cooperation
20025,Final Provisions Memorandum Of Understanding On Labour Cooperation
20026,"Institutional, General And Final Provisions Definition Of The Parties And Fulfilment Of Obligations"
20027,Labour Statement Of Shared Commitments
20028,Labour General Principles
20029,Labour General Principles
20030,Foreign Trade Policy Elimination Of Restrictive Measures In Trade With Third Parties
