,text,label
47780,"A Party may deny the benefits of this Chapter to a service        provider of the other Party if the Party establishes that the        service is provided by an enterprise owned or controlled by        nationals of a nonParty, and the denying Party adopts or        maintains a measure with respect to the nonParty that prohibits        transactions with the enterprise or that would be violated or        circumvented if the benefits of this Chapter were accorded to        the enterprise",0.0
47781,"Subject to prior notification and consultation in accordance        with Articles 20.4 (Transparency – Notification and Provision of        Information) and 21.8 (Institutional Arrangements and Dispute        Settlement Procedures and Dispute Settlement – Consultations), a        Party may deny the benefits of this Chapter to a service        provider of the other Party if the Party establishes that the        service provided by an enterprise that is owned or controlled by        persons of a nonParty and that has no substantial business        activities in the territory of the other Party",0.0
47782,"Subject to prior notification and consultation in accordance with Articles 17.4 and 19.4, a Party may deny the benefits of this Chapter to a service provider of the other Party where the Party establishes that the service is being provided by an enterprise that is owned or controlled by persons of a nonParty and that has no substantive business activities in the territory of the other Party",0.0
47783,"A Party may deny the benefits of this Chapter to a service supplier of the other Party if the service is being supplied by an enterprise owned or controlled by nationals of a nonParty, and the denying Party: (a) does not maintain diplomatic relations with the nonParty; or (b) adopts or maintains measures with respect to the nonParty that prohibit transactions with the enterprise or that would be violated or circumvented if the benefits of this Chapter were accorded to the enterprise",0.0
47784,"Subject to Article 22.4 (Consultations), a Party may deny the benefits of this Chapter to: (a) service suppliers of the other Party where the service is being supplied by an enterprise that is owned or controlled by persons of a nonParty and the enterprise has no substantial business activities in the territory of the other Party, or (b) service suppliers of the other Party where the service is being supplied by an enterprise that is owned or controlled by persons of the denying Party and the enterprise has no substantial business activities in the territory of the other Party",0.0
47785,"A Party may consider, if feasible, taking steps to implement a temporary or project specific licensing or registration regime based on a foreign suppliers home licence or recognised professional body membership, without the need for further written examination. That temporary or limited licence regime should not operate to prevent a foreign supplier from gaining a local licence once that supplier satisfies the applicable local licensing requirements. Engineering and Architectural Services",0.0
47802,Each Party may deny the benefits of this Part to a company of the other Party if the Party establishes that such company is controlled by a person of a third country,0.0
47842,"The SubCommittee shall be: (a) composed of representatives of the Parties, and where appropriate, may invite representatives of relevant entities other than of the Parties with the necessary expertise relevant to the issues to be discussed; and (b) cochaired by officials of the Parties",0.0
47860,"The Committee on Services may meet in person or via teleconference, videoconference or any other means mutually determined by the Parties.  Should the Parties determine to meet in person, the venue for the meetings shall, unless the Parties determine otherwise, alternate between the Parties",0.0
47873,The SubCommittee may hold its inaugural meeting within two years from the date of entry into force of this Agreement.  The subsequent meeting of the SubCommittee shall be held at such frequency as the Parties may agree upon,0.0
47892,"Through future negotiations, to be scheduled every two years by the Commission after the date of entry into force of this Agreement, the Parties will further deepen liberalization with a view to reaching the reduction or elimination of the remaining restrictions scheduled in conformity with Article 11.5, on a mutually advantageous basis and ensuring an overall balance of rights and obligations",1.0
47902,"7 Each Party shall permit a financial institution of another Party to supply a new financial service that the Party would permit its own financial institutions, in like circumstances, to supply without adopting a law or modifying an existing law.8 Notwithstanding Article 11.5(b) (Market Access for Financial Institutions), a Party may determine the institutional and juridical form through which the new financial service may be supplied and may require authorisation for the supply of the service. If a Party requires a financial institution to obtain authorisation to supply a new financial service, the Party shall decide within a reasonable period 7 The Parties understand that nothing in this Article prevents a financial institution of a Party from applying to another Party to request that it authorise the supply of a financial service that is not supplied in the territory of any Party. That application shall be subject to the law of the Party to which the application is made and, for greater certainty, shall not be subject to this Article. 8 For greater certainty, a Party may issue a new regulation or other subordinate measure in permitting the supply of the new financial service. 118 of time whether to issue the authorisation and may refuse the authorisation only for prudential reasons.",0.0
47912,"7 Each Party shall permit a financial institution of the other Party to supply a new financial service that the Party would permit its own financial institutions, in like circumstances, to supply without adopting a law or modifying an existing law.8 Notwithstanding Article 5(b) (Market Access for Financial Institutions), a Party may determine the institutional and juridical form through which the new financial service may be supplied and may require authorisation for the supply of the service. If a Party requires a financial institution to obtain authorisation to supply a new financial service, the Party shall decide within a reasonable period of time whether to issue the authorisation and may refuse the authorisation only for prudential reasons.",0.0
47917,"For the purposes of the fulfillment of its standards or criteria for the authorization, licensing or certification of services suppliers, a Party may recognize the education or experience obtained, requirements met, or licenses or certifications granted in the other Party.",0.0
47919,"Notwithstanding paragraph (b) of Article 10.4 (Market Access for Financial Institutions), a Party may determine the institutional and juridical form through which the new financial service may be supplied and may require authorisation for the supply of the service. Where a Party requires a financial institution to obtain authorisation to supply a new financial service, the Party shall decide within a reasonable time whether to issue the authorisation and the authorisation may only be refused for prudential reasons.",0.0
47930,"Notwithstanding Article 12.5(b), a Party may determine the institutional and juridical form through which the new financial service may be supplied and may require authorisation for the supply of the service. Where a Party requires authorisation to supply a new financial service, the decision shall be made within a reasonable time and authorisation may only be refused for prudential reasons. 123For greater certainty, a Party may, consistent with Article 12.3, prohibit a particular new financial service",0.0
47934,"A Party may determine the institutional and juridical form through which the new financial service may be supplied and may require authorization for the supply of the service. Where a Party would permit the new financial service and authorization is required, the decision shall be made within a reasonable time and authorization may only be refused for prudential reasons",0.0
47964,"A Party may determine the institutional and juridical form through which the new financial service may be supplied and may require authorization for the supply of the service. Where a Party would permit the new financial service and authorization is required, the decision shall be made within a reasonable time and authorization may only be refused for prudential reasons",0.0
47976,"A Party may determine the institutional and juridical form through which the new financial service may be supplied and may require authorization for the supply of the service. Where a Party would permit the new financial service and authorization is required, the decision shall be made within a reasonable time and authorization may only be refused for prudential reasons",0.0
47978,"A Party may determine the legal form through which the service may be provided and may require authorisation for the provision of the financial service. Where such authorisation is required, a decision shall be taken within a reasonable period of time and the authorisation may only be refused for prudential reasons",0.0
47984,"Three years after the entry into force of this Agreement the Special Committee on Financial Services will consider actions with the aim of facilitating and expanding trade in financial services and further contributing to the objectives of this Agreement, and shall report to the Association Committee",1.0
47986,Each Party may determine the legal form through which the new financial service may be supplied and may require authorization for the supply of the new financial service,0.0
48006,"A Party may determine the institutional and juridical form through which the new financial service may be supplied and may require authorization for the supply of the service. Where a Party would permit the new financial service and authorization is required, the decision shall be made within a reasonable time and authorization may only be refused for prudential reasons",0.0
48018,"The Committee may meet via teleconference, via videoconference or through any other means as mutually agreed by the Parties.  Should the Parties decide to meet in person, the venue for the meetings shall, unless the Parties otherwise decide, alternate between the Parties. 4 A Party shall, to the extent practicable, provide such notification to the other Party prior to denying the benefits of this Chapter",0.0
48019,"Each Party shall permit a financial institution of the other Party to supply any new financial service that the Party would permit its own financial institutions, in like circumstances, to supply without additional legislative action by the Party.4 Notwithstanding Article 12.4(b), a Party may determine the institutional and juridical form through which the new financial service may be supplied and may require authorization for the supply of the service. Where a Party requires a financial institution to obtain authorization to supply a new financial service, the Party shall decide within a reasonable time whether to issue the authorization and the 2 Subparagraph (a)(iii) shall not cover measures of a Party which limit inputs for the supply of financial services. 3 The Parties understand that nothing in this Article prevents a financial institution of a Party from applying to the other Party to request that it authorize the supply of a financial service that is supplied in neither Party’s territory. Such application shall be subject to the law of the Party to which the application is made and, for greater certainty, shall not be subject to the obligations of this Article. 4 For greater certainty, this Article shall not apply to crossborder trade in financial services. authorization may be refused only for prudential reasons",0.0
48031,"A Party may determine the institutional and juridical form through which the new financial service may be supplied and may require authorization for the supply of the service. Where a Party would permit the new financial service and authorization is required, the decision shall be made within a reasonable time and authorization may only be refused for prudential reasons",0.0
48036,"Notwithstanding paragraph 1, two years after the entry into force of this Agreement, the Parties will consider the inclusion of financial services in this Chapter on a mutually advantageous basis and securing an overall balance of rights and obligations",1.0
48038,"Unless otherwise agreed by the Parties, the authorities responsible for financial services will meet four years after the date of entry into force of this Agreement to discuss the viability and convenience of incorporating financial services into this Agreement",1.0
48050,"A Party may determine the institutional and juridical form        through which the new financial service may be provided and may        require authorization for the provision of the service. If a        Party would permit the new financial service, and authorization        is required, the decision shall be made within a reasonable time        and authorization may only be refused for prudential reasons",0.0
48056,"A Party may determine the institutional and juridical form through which the new financial service may be supplied and may require authorization for the supply of the service. Where a Party would permit the new financial service and authorization is required, the decision shall be made within a reasonable time and authorization may only be refused for prudential reasons",0.0
48061,"No Party may adopt new measures as regards to the establishment and  operation of financial service suppliers of the other Party, which are  more discriminatory than those applied on the date of entry into force  of this Decision",0.0
48112,A Party may request the establishment of a panel pursuant to Article 11.22.2(c) (Investment Disputes in Financial Services) to consider whether and to what extent Article 11.11 (Exceptions) is a valid defence to a claim without having to request consultations under Article 28.5 (Consultations). The panel shall endeavour to present its initial report pursuant to Article 28.17 (Initial Report) within 150 days after the last panellist is appointed.,0.0
48118,"Notwithstanding Article 20.14, where a panel finds a measure to be inconsistent with this Agreement and the measure under dispute affects: (a) only the financial services sector, the complaining Party may suspend benefits only in the financial services sector; (b) the financial services sector and any other sector, the complaining Party may suspend benefits in the financial services sector that have an effect equivalent to the effect of the measure in the Partys financial services sector; or (c) only a sector other than the financial services sector, the complaining Party may not suspend benefits in the financial services sector.",0.0
48119,A Party may not initiate proceedings under Chapter 15 (Dispute Settlement) regarding a refusal to grant temporary entry under this Annex unless: (a) the matter involves a pattern of practice; and 10A  2 (b) its natural persons affected have exhausted the available domestic administrative remedies regarding the particular matter.,0.0
48122,"Notwithstanding Article 15.16 of Dispute Settlement (Non implementation  Compensation and Suspension of Benefits), where a panel finds a measure to be inconsistent with this Agreement and the measure under dispute affects: (a) only the financial services sector, the complaining Party may suspend benefits only in the financial services sector; (b) the financial services sector and any other sector, the complaining Party may suspend benefits in the financial services sector that have an effect equivalent to the effect of the measure in the Partys financial services sector; or (c) only a sector other than the financial services sector, the complaining Party may not suspend benefits in the financial services sector.",0.0
48133,"Notwithstanding Article 17.11 (Compensation and Suspension of Concessions or Other Obligations) of Chapter 17 (Dispute Settlement), where a panel finds a measure to be inconsistent with this Agreement and the measure under dispute affects: (a) only the financial services sector, the complaining Party may suspend benefits only in the financial services sector; (b) the financial services sector and any other sector, the complaining Party may suspend benefits in the financial services sector that have an effect equivalent to the effect of the measure in the Partys financial services sector; or (c) only a sector other than the financial service sector, the complaining Party may not suspend benefits in the financial services sector.",0.0
48141,"In any dispute where a panel finds a measure to be inconsistent with the obligations of this Agreement and the measure affects:  (a) only the financial services sector, the complaining Party may suspend benefits only in the financial services sector;  (b) the financial services sector and any other sector, the complaining Party may suspend benefits in the financial services sector that have an effect equivalent to the effect of the measure in the Party's financial services sector; or  (c) only a sector other than the financial services sector, the complaining Party may not suspend benefits in the financial services sector",0.0
48142,"Each Party shall ensure that: Recourse to a telecommunications regulatory body (a) enterprises of the other Party may seek timely review by a telecommunications regulatory body or other relevant body to resolve disputes regarding the Party’s measures relating to a matter set out in Articles 11.3 to 11.15 and Articles 11.20 to 11.23; (b) suppliers of public telecommunications networks or services of the other Party that have requested interconnection with a major supplier in its territory may have recourse, within a reasonable and publicly available period of time after the supplier requests interconnection, to a national telecommunications regulatory body or other relevant body to resolve disputes regarding the terms, conditions, and rates for interconnection with such major supplier; Judicial review (c) any enterprise that is aggrieved or whose interests are adversely affected by a determination or decision of the Party’s telecommunications regulatory body may obtain judicial review of such determination or decision by an impartial and independent judicial authority; and (d) the making of an application for judicial review shall not have the effect of delaying the coming into operation of the telecommunications regulatory body’s decision or determination, or of suspending the operation of the decision or determination, unless otherwise determined by the relevant judicial body",0.0
48143,"A Party may request in writing consultations with the other Party regarding any matter on the implementation, interpretation, application or operation of this Chapter",0.0
48147,"Consistent with Article 21.12 (NonImplementation – Compensation and Suspension of Concessions or other Obligations – Dispute Settlement Chapter), in any dispute where a panel finds a measure to be inconsistent with the obligations of this Agreement and the measure affects: (a) only the financial services sector, the complaining Party may suspend benefits only in the financial services sector; (b) the financial services sector and any other sector, the complaining Party may suspend benefits in the financial services sector that have an effect equivalent to the effect of the measures in the Party’s financial services sector; or (c) only a sector other than the financial services sector, the complaining Party may not suspend benefits in the financial services sector",0.0
48152,"In any dispute where a panel finds a measure to be inconsistent with the obligations of this Agreement and the measure affects: (a) only the financial services sector, the complaining Party may suspend benefits only in the financial services sector; (b) the financial services sector and any other sector, the complaining Party may suspend benefits in the financial services sector that have an effect equivalent to the effect of the measures in the Party’s financial services sector; or (c) only a sector other than the financial services sector, the complaining Party may not suspend benefits in the financial services sector",0.0
48156,"Notwithstanding Article 14.11, where a panel finds a measure to be  inconsistent with this Agreement and the measure under dispute affects  the financial services sector and any other sector, the complaining  Party may suspend benefits in the financial services sector that have  an effect equivalent to the effect of the measure in its financial  services sector. Where such measure affects only a sector other than  the financial services sector, the complaining Party may not suspend  benefits in the financial services sector",0.0
48163,"Further to Article 19.15 (Dispute Settlement  Compensation and Suspension of Concessions), where an arbitral tribunal finds a measure of a Party to be inconsistent with this Agreement and the measure under dispute affects:  (a) only a sector other than the financial services sector, the complaining Party may not suspend benefits in the financial services sector; or  (b) the financial services sector and any other sector, the complaining Party may suspend benefits in the financial services sector that have an effect equivalent to the effect of the measure in the Party’s financial services sector",0.0
48166,"Notwithstanding Article 21.16 (NonImplementation – Suspension of Benefits), where a panel finds a measure to be inconsistent with this Agreement and the measure under dispute affects: (a) only a sector other than the financial services sector, the complaining Party may not suspend benefits in the financial services sector; or (b) the financial services sector and any other sector, the complaining Party may suspend benefits in the financial services sector that have an effect equivalent to the effect of the measure in the Party’s financial services sector",0.0
48171,"Notwithstanding Article 20.15 (NonImplementation – Suspension of Benefits), where a panel finds a measure to be inconsistent with this Agreement and the measure under dispute affects: (a) only the financial services sector, the complaining Party may suspend benefits only in the financial services sector; (b) the financial services sector and any other sector, the complaining Party may suspend benefits in the financial services sector that have an effect equivalent to the effect of the measure in the Party’s financial services sector; or (c) only a sector other than the financial services sector, the complaining Party may not suspend benefits in the financial services sector",0.0
48172,"Further to Articles 18.4 (Administrative Proceedings) and 18.5 (Review and Appeal), each Party shall ensure the following: Recourse to Telecommunications Regulatory Bodies (a) (i) enterprises of the other Party may seek review by a telecommunications regulatory body or other relevant body to resolve disputes regarding the Party’s measures relating to a matter set out in Articles 13.2 through 13.5;6 (ii) suppliers of public telecommunications services of the other Party that have requested interconnection with a major supplier in the Party’s territory may seek review, within a reasonable and publicly available period of time after the supplier requests interconnection, by a telecommunications regulatory body7 to resolve disputes regarding the terms, conditions, and rates for interconnection with such major supplier; Reconsideration (b) any enterprise that is aggrieved or whose interests are adversely affected by a determination or decision of the Party’s telecommunications regulatory body may petition the body to reconsider that determination or decision;8 and Judicial Review (c) any enterprise that is aggrieved or whose interests are adversely affected by a determination or decision of the Party’s telecommunications regulatory body may obtain judicial review of such determination or decision by an independent judicial authority. 6  For Panama, the regulatory body shall be the Autoridad Nacional de los Servicios Publicos or its successor. 7  For the United States, this body may be a state regulatory authority.  8  With respect to Panama, the regulatory body shall issue its determination or decision on a petition for reconsideration within two months of the date on which the petition is filed.  During the period of reconsideration, the determination or decision under reconsideration shall be suspended. With respect to the United States, a petition for reconsideration may not constitute grounds for noncompliance with the determination or decision of the telecommunications regulatory body, unless an appropriate authority stays the determination or decision",0.0
48175,"Notwithstanding Article 20.11 (NonImplementation), where a panel finds a measure to be inconsistent with this Agreement and the measure under dispute affects: (a) only a sector other than the financial services sector, the complaining Party may not suspend benefits in the financial services sector; or (b) the financial services sector and any other sector, the complaining Party may suspend benefits in the financial services sector that have an effect equivalent to the effect of the measure in the Party’s financial services sector",0.0
48179,"Notwithstanding Article 22.13 (NonImplementation), where a panel finds a measure to be inconsistent with this Agreement and the measure under dispute affects: (a) only the financial services sector, the complaining Party may suspend benefits only in the financial services sector; (b) the financial services sector and any other sector, the complaining Party may suspend benefits in the financial services sector that have an effect equivalent to the effect of the measure in the Party’s financial services sector; or (c) only a sector other than the financial services sector, the complaining Party may not suspend benefits in the financial services sector",0.0
48184,"Notwithstanding Article 19.11 (NonImplementation), where a panel finds a measure to be inconsistent with this Agreement and the measure under dispute affects: (a) only a sector other than the financial services sector, the complaining Party may not suspend benefits in the financial services sector; or (b) the financial services sector and any other sector, the complaining Party may suspend benefits in the financial services sector that have an effect equivalent to the effect of the measure in the Party’s financial services sector",0.0
48189,"With regard to paragraph 5 of Article 9.10, the following shall apply wherever practical. Where the measure under dispute affects: (a) only the financial services sector, the complaining Party shall first seek to suspend benefits only in the financial services sector; (b) the financial services sector and any other sector, the complaining Party shall first seek to suspend benefits in the respective sectors and with an effect equivalent to the effect of the measure complained against in each sector; or (c) only a sector other than the financial services sector, the complaining Party shall seek to avoid suspending benefits in the financial services sector",0.0
48193,"Notwithstanding Article 20.16 (NonImplementation – Suspension of Benefits), where a panel finds a measure to be inconsistent with this Agreement and the measure under dispute affects:  (a) only the financial services sector, the complaining Party may suspend benefits only in the financial services sector;  (b) the financial services sector and any other sector, the complaining Party may suspend benefits in the financial services sector that have an effect equivalent to the effect of the measure in the Party’s financial services sector; or  (c) only a sector other than the financial services sector, the complaining Party may not suspend benefits in the financial services sector",0.0
48197,"Notwithstanding Article 20.11 (NonImplementation), where a panel finds a measure to be inconsistent with this Agreement and the measure under dispute affects: (a) only the financial services sector, the complaining Party may suspend benefits only in the financial services sector; (b) the financial services sector and any other sector, the complaining Party may suspend benefits in the financial services sector that have an effect equivalent to the effect of the measure in the Party’s financial services sector; or (c) only a sector other than the financial services sector, the complaining Party may not suspend benefits in the financial services sector. 128",0.0
48209,"In any dispute where the arbitral group finds a measure to be inconsistent with the obligations of this Chapter when a suspension of benefits is processed under Chapter 19 (Dispute Settlement) and the measure affects: (a) only the financial services sector, the complaining Party may suspend benefits only in this sector; (b) the financial services sector and any other sector, the complaining Party may suspend benefits in the financial services sector that have an effect equivalent to the purpose of the measure in the Party's financial services sector; or (c) only a sector other than the financial services sector, the complaining Party may not suspend benefits in the financial services sector",0.0
48212,"Notwithstanding Article 21.15 (NonImplementation – Suspension of Benefits), where a panel finds a measure to be inconsistent with this Agreement and the measure under dispute affects: (a) only a sector other than the financial services sector, the complaining Party may not suspend benefits in the financial services sector; or (b) the financial services sector and any other sector, the complaining Party may suspend benefits in the financial services sector that have an effect equivalent to the effect of the measure in the Party’s financial services sector",0.0
48216,"Notwithstanding Article 20.14 (NonImplementation), where a panel finds a measure to be inconsistent with this Agreement and the measure under dispute affects: (a) only the financial services sector, the complaining Party may suspend benefits only in the financial services sector; (b) the financial services sector and any other sector, the complaining Party may suspend benefits in the financial services sector that have an effect equivalent to the effect of the measure in the Party‟s financial services sector; or (c) only a sector other than the financial services sector, the complaining Party may not suspend benefits in the financial services sector",0.0
48222,"If a panel finds that a measure is inconsistent with the obligations of this Agreement and the measure affects: • a. only the financial services sector, the complaining Party may suspend benefits only in the financial services sector; • b. the financial services sector and another sector, the complaining Party may suspend benefits in the financial services sector that have an effect equivalent to the effect of the measure in the Party’s financial services sector; or • c. only a sector other than the financial services sector, the complaining Party may not suspend benefits in the financial services sector",0.0
48226,"Further to Article 21.11 (Nonimplementation), where a panel finds a measure to be inconsistent with this Agreement and the measure under dispute affects: (a) only a sector other than the financial services sector, the complaining Party may not suspend benefits in the financial services sector; or (b) the financial services sector and any other sector, the complaining Party may suspend benefits in the financial services sector that have an effect equivalent to the effect of the measure in the Party’s financial services sector",0.0
48231,"Notwithstanding Article 23.17 (NonImplementation and Compensation), where a panel finds a measure to be inconsistent with this Agreement and the measure under dispute affects: (a) only the financial services sector, the complaining Party may suspend benefits only in the financial services sector; (b) the financial services sector and any other sector, the complaining Party may suspend benefits in the financial services sector that have an effect equivalent to the effect of the measure in the Party’s financial services sector; or (c) only a sector other than the financial services sector, the complaining Party shall not suspend benefits in the financial services sector",0.0
48236,"Notwithstanding Article 22.16 (Suspension of Benefits), where a panel finds a measure to be inconsistent with this Agreement and the measure under dispute affects: (a) only the financial services sector, the complaining Party may suspend benefits only in the financial services sector; (b) the financial services sector and any other sector, the complaining Party may suspend benefits in the financial services sector that have an effect equivalent to the effect of the measure in the Party’s financial services sector; or (c) only a sector other than the financial services sector, the complaining Party may not suspend benefits in the financial services sector",0.0
48242,"In any dispute where a panel finds a measure to be inconsistent with the obligations of this Agreement and the measure affects: (a) only the financial services sector, the complaining Party may suspend benefits only in the financial services sector; (b) the financial services sector and any other sector, the complaining Party may suspend benefits in the financial services sector that have an effect equivalent to the effect of the measures in the Party’s financial services sector; or (c) only a sector other than the financial services sector, the complaining Party may not suspend benefits in the financial services sector",0.0
48248,"Consistent with Article 17.12, in any dispute where an arbitral panel finds a measure to be inconsistent with the obligations of this Agreement or finds other nullification or impairment and the measure or nullification or impairment affects: (a) only the financial services sector, the complaining Party may suspend concessions or other obligations only in the financial services sector; (b) the financial services sector and any other sector, the complaining Party may suspend its concessions or other obligations in the financial services sector that have an effect equivalent to the effect of the measure in the financial services sector; or (c) only a sector other than the financial services sector, the complaining Party shall not suspend concessions or other obligations in the financial services sector",0.0
48265,"In any dispute where a panel finds a measure to be inconsistent with the obligations of this Agreement and the measure affects: (a) only the financial services sector, the complaining Party may suspend benefits only in the financial services sector; (b) the financial services sector and any other sector, the complaining Party may suspend benefits in the financial services sector that have an effect equivalent to the effect of the measure in the Party’s financial services sector; or (c) only a sector other than the financial services sector, the complaining Party may not suspend benefits in the financial services sector",0.0
48267,Two or more Member States may conduct negotiations and agree to liberalise trade in services for specific sectors or subsectors (the participating Member States). Any extension of such preferential treatment to the remaining Member States on a MostFavouredNation basis shall be voluntary on the part of the participating Member States.,0.0
48268,Any Member State which is not a party to any agreement made pursuant to paragraph 1 may accede to such an agreement subject to consent of the participating Member States.,0.0
48286,"No Party may adopt any measure restricting any type of crossborder trade in financial services by crossborder financial service providers of another Party that the Party permits on the date of entry into force of this Agreement, except to the extent set out in Section B of the Party's Schedule to Annex VII",0.0
48290,"Without prejudice to other means of prudential regulation of crossborder trade in financial services, a Party may require the registration of crossborder financial service suppliers of the other Party and of financial instruments",0.0
48293,"Without prejudice to other means of prudential regulation of crossborder trade in financial services, a Party may require the registration of crossborder financial service suppliers of the other Party and of financial instruments",0.0
48296,"Without prejudice to other means of prudential regulation of crossborder trade in financial services, a Party may require the registration of crossborder financial service suppliers of the other Party and of financial instruments",0.0
48297,"Trade between the GCC member States will be conducted within the framework of a customs union that will be implemented no later than the first of January 2003.  It shall include, at a minimum, the following:  i.         A common external customs tariff (CET).  ii.       Common customs regulations and procedures.  iii.      Single entry point where customs duties are collected.  iv.     Elimination of all tariff and nontariff barriers, while taking into consideration laws of agricultural and veterinarian quarantine, as well as rules regarding prohibited and restricted goods.  v.       Goods produced in any Member State shall be accorded the same treatment as national products",1.0
48300,"Without prejudice to other means of prudential regulation of crossborder trade in financial services, a Party may require the registration of crossborder financial service suppliers of another Party and of financial instruments",0.0
48303,"Without prejudice to other means of prudential regulation of crossborder trade in financial services, a Party may require the registration of crossborder financial service suppliers of the other Party and of financial instruments",0.0
48306,"Without prejudice to other means of prudential regulation of crossborder trade in financial services, a Party may require the registration of crossborder financial service suppliers of the other Party and of financial instruments",0.0
48309,"Without prejudice to other means of prudential regulation of crossborder trade in financial services, a Party may require the registration of crossborder financial service suppliers of the other Party and of financial instruments",0.0
48313,"Without prejudice to other means of prudential regulation of crossborder trade in financial services, a Party may require the registration of crossborder financial service suppliers of the other Party and of financial instruments",0.0
48317,"Without prejudice to other means of prudential regulation of crossborder trade in financial services, a Party may require the registration of crossborder financial service suppliers of another Party and of financial instruments",0.0
48322,A Party may require the registration of crossborder financial service suppliers of the other Party and of their financial instruments,0.0
48323,"No Party may adopt any measure restricting any type of crossborder trade in financial services by crossborder financial service providers of the other Party that the Party permits on the date of entry into force of this Agreement, except to the extent set out in Section B of the Schedule to Annex VI of the Party",0.0
48329,"Without prejudice to other means of prudential regulation of crossborder trade in financial services, a Party may require the registration or authorisation of crossborder financial service suppliers of the other Party and of financial instruments",0.0
48332,"Without prejudice to other means of prudential regulation of crossborder trade in financial services, a Party may require the registration of crossborder financial service suppliers of the other Party and of financial instruments",0.0
48335,"Without prejudice to other means of prudential regulation of crossborder trade in financial services, a Party may require the registration of crossborder financial service suppliers of the other Party and of financial instruments",0.0
48338,"Without prejudice to other means of prudential regulation of crossborder trade in financial services, a Party may require the registration of crossborder financial service suppliers of the other Party and of financial instruments",0.0
48341,"Without prejudice to other means of prudential regulation of crossborder trade in financial services, a Party may require the registration of crossborder financial service suppliers of the other Party and of financial instruments",0.0
48344,"Without prejudice to other means of prudential regulation of crossborder trade in financial services, a Party may require the registration of crossborder financial service suppliers of the other Party and of financial instruments",0.0
48352,"Without prejudice to other means of prudential regulation of crossborder trade in financial services, a Party may require the registration of crossborder financial service suppliers of the other Party and of financial instruments",0.0
48353,No Party may adopt new measures as regards to the crossborder  provision of financial services by financial service suppliers of the  other Party which are more discriminatory as compared to those applied  on the date of entry into force of this Decision,0.0
48354,"Without prejudice to other means of prudential regulation of the  crossborder provision of financial services, a Party may require the  registration of crossborder financial service suppliers of the other  Party",0.0
48385,A Party may not require as a condition for the crossborder provision of a service that a service provider of the other Party: • a. establish or maintain a representative office or an enterprise in its territory; or • b. be resident in its territory,0.0
48418,"A member State may not apply its obligations under this section,  on the person of another member State in respect of trade in services,  establishment, activities and investments if it is proven that the  entity of another member State does not exercise significant business  operations in the territory of another member State, and that it is  owned or controlled by a person of the first member State or by a  personof a third State",0.0
48421,"A Member State may require that a majority of the board of directors of a juridical person of that Member State be of a particular nationality or resident in the territory of the Member State, provided that the requirement does not materially impair the ability of the investor to exercise control over its investment. 6 Nothing in this Article shall prevent a Member State from adopting and maintaining its own regulatory measures regarding the use and location of computing facilities.  SECTION III RESERVATIONS",0.0
48428,"A Party may not require that a majority of the board of directors of a financial institution of the other Party be composed of nationals of the Party, persons residing in the territory of the Party, or a combination thereof.",0.0
48431,"A Party may not require that more than a simple majority of the board of directors of a financial institution of the other Party be composed of nationals of the Party, persons residing in the territory of the Party, or a combination thereof.",0.0
48433,"No Party may require that more than a simple majority of the board of directors of a financial institution of another Party be composed of nationals of the Party, persons residing in the territory of the Party, or a combination thereof",0.0
48435,"Neither Party may require that more than a minority of the board of directors of a financial institution of the other Party be composed of nationals of the Party, persons residing in the territory of the Party, or a combination thereof",0.0
48437,"Neither Party may require that more than a simple majority of the board of directors of a financial institution of the other Party be composed of nationals of the Party, natural persons residing in the territory of the Party, or a combination thereof",0.0
48443,"A Party may not require that more than a minority of the board of directors of a financial institution of another Party be composed of nationals of the Party, persons residing in the territory of the Party, or a combination thereof. 2  The Parties understand that nothing in Article 12.6 prevents a financial institution of a Party from applying to another Party to request that it authorize the supply of a financial service that is not supplied in the territory of any Party. Such application shall be subject to the law of the Party to which the application is made and, for greater certainty, shall not be subject to the obligations of Article 12.6",0.0
